19480912,0,75,52,0
19480913,0,76,52,0
19480914,0.08,67,50,1
19480915,0.47,64,49,1
19480916,0,63,45,0
19480917,0,68,45,0
19480918,0,70,41,0
19480919,0,70,47,0
19480920,0,69,52,0
19480921,0.34,61,49,1
19480922,0.36,51,43,1
19480923,0.07,54,40,1
19480924,0,58,38,0
19480925,0,59,37,0
19480926,1.51,49,44,1
19480927,0.06,69,44,1
19480928,0.83,59,42,1
19480929,0,57,39,0
19480930,0,63,41,0
19481001,0,76,41,0
19481002,0.03,69,48,1
19481003,0.35,64,52,1
19481004,0.21,61,45,1
19481005,0,55,42,0
19481006,0.14,59,45,1
19481007,0.03,64,46,1
19481008,0,62,41,0
19481009,0,69,38,0
19481010,0.66,55,48,1
19481011,0,56,43,0
19481012,0,57,42,0
19481013,0,54,39,0
19481014,0,58,42,0
19481015,0,56,38,0
19481016,0,60,41,0
19481017,0,65,40,0
19481018,0,67,42,0
19481019,0,62,43,0
19481020,0,63,40,0
19481021,0,57,43,0
19481022,0,61,45,0
19481023,0.19,59,44,1
19481024,0.13,60,44,1
19481025,0.18,56,42,1
19481026,0.04,54,36,1
19481027,0,55,32,0
19481028,0.09,44,35,1
19481029,0,54,40,0
19481030,0.2,46,43,1
19481031,0.08,46,41,1
19481101,0,47,37,0
19481102,0.66,49,41,1
19481103,0.07,53,36,1
19481104,0.18,50,35,1
19481105,0.09,51,39,1
19481106,0,52,34,0
19481107,0,46,34,0
19481108,0,46,27,0
19481109,0,45,27,0
19481110,0,46,30,0
19481111,0,42,31,0
19481112,0.07,45,38,1
19481113,0.15,48,41,1
19481114,0.87,50,41,1
19481115,0.43,46,39,1
19481116,0.67,47,37,1
19481117,0.07,47,35,1
19481118,0.07,45,34,1
19481119,0.22,47,39,1
19481120,0.09,50,41,1
19481121,0.03,48,40,1
19481122,0,55,40,0
19481123,0.33,50,41,1
19481124,0.05,50,42,1
19481125,0.54,48,32,1
19481126,0,45,32,0
19481127,0.49,48,36,1
19481128,0.49,46,36,1
19481129,0.2,45,37,1
19481130,0.29,45,39,1
19481201,0.78,46,38,1
19481202,0,44,34,0
19481203,0.01,41,31,1
19481204,0.11,39,30,1
19481205,0.35,41,33,1
19481206,0.25,42,36,1
19481207,0.29,39,35,1
19481208,0.39,38,32,1
19481209,0.84,45,34,1
19481210,0.16,46,39,1
19481211,0.17,42,38,1
19481212,0.02,42,35,1
19481213,0.3,37,33,1
19481214,0.02,39,33,1
19481215,0.01,39,31,1
19481216,0,45,29,0
19481217,0,36,24,0
19481218,0,37,24,0
19481219,0.73,45,36,1
19481220,0,45,32,0
19481221,0,39,31,0
19481222,0.16,37,28,1
19481223,0,42,19,0
19481224,0,36,16,0
19481225,0,40,29,0
19481226,0,47,22,0
19481227,0,34,21,0
19481228,0.33,45,31,1
19481229,0.29,43,34,1
19481230,0.46,44,35,1
19481231,0.46,41,32,1
19490101,0,35,26,0
19490102,0.03,40,22,1
19490103,0,40,17,0
19490104,0,42,20,0
19490105,0,41,28,0
19490106,0.03,49,37,1
19490107,0.52,46,26,1
19490108,0,30,18,0
19490109,0,32,13,0
19490110,0,30,12,0
19490111,0,37,17,0
19490112,0,36,19,0
19490113,0,41,19,0
19490114,0,36,25,0
19490115,0,46,28,0
19490116,0,43,26,0
19490117,0.03,43,33,1
19490118,0.02,35,29,1
19490119,0,35,24,0
19490120,0,30,20,0
19490121,0.03,35,22,1
19490122,0.01,33,21,1
19490123,0,30,16,0
19490124,0,29,17,0
19490125,0,39,17,0
19490126,0.1,31,26,1
19490127,0,35,24,0
19490128,0,41,16,0
19490129,0,40,26,0
19490130,0,38,28,0
19490131,0,37,29,0
19490201,0,37,23,0
19490202,0.1,33,25,1
19490203,0.03,35,27,1
19490204,0.11,33,24,1
19490205,0.06,35,21,1
19490206,0.06,37,31,1
19490207,0,38,31,0
19490208,0,41,33,0
19490209,0.43,43,34,1
19490210,0.96,43,30,1
19490211,0.02,37,27,1
19490212,0,32,21,0
19490213,0,34,18,0
19490214,0.18,38,30,1
19490215,0.12,42,33,1
19490216,1.83,48,41,1
19490217,0.07,46,33,1
19490218,0.01,40,31,1
19490219,0.32,33,29,1
19490220,0.15,39,26,1
19490221,0.97,47,36,1
19490222,0.47,50,44,1
19490223,0,59,39,0
19490224,0,62,37,0
19490225,0,62,35,0
19490226,0,62,34,0
19490227,0,62,32,0
19490228,0,66,30,0
19490301,0,55,38,0
19490302,0,54,41,0
19490303,0,61,38,0
19490304,0,58,34,0
19490305,0,57,38,0
19490306,0,53,41,0
19490307,0,48,40,0
19490308,0.06,48,38,1
19490309,0,54,33,0
19490310,0,56,39,0
19490311,0,60,41,0
19490312,0.6,47,43,1
19490313,0.08,49,41,1
19490314,0.19,48,41,1
19490315,0.06,54,38,1
19490316,0.34,55,42,1
19490317,0.28,58,43,1
19490318,0.33,63,44,1
19490319,0.65,55,44,1
19490320,0.27,48,41,1
19490321,0,52,37,0
19490322,0,53,33,0
19490323,0,55,33,0
19490324,0,54,36,0
19490325,0.16,53,38,1
19490326,0.03,52,37,1
19490327,0,52,32,0
19490328,0,51,30,0
19490329,0.49,43,35,1
19490330,0,49,35,0
19490331,0,55,30,0
19490401,0.07,46,38,1
19490402,0,55,38,0
19490403,0,62,34,0
19490404,0,72,40,0
19490405,0.02,57,40,1
19490406,0,64,36,0
19490407,0,51,38,0
19490408,0,60,43,0
19490409,0,71,41,0
19490410,0,67,43,0
19490411,0,58,43,0
19490412,0,58,42,0
19490413,0,55,40,0
19490414,0,73,35,0
19490415,0,71,42,0
19490416,0,58,45,0
19490417,0,54,39,0
19490418,0,53,45,0
19490419,0.2,55,43,1
19490420,0.23,57,43,1
19490421,0.01,54,42,1
19490422,0.25,55,40,1
19490423,0.16,58,43,1
19490424,0,59,41,0
19490425,0.01,59,43,1
19490426,0,69,40,0
19490427,0.06,63,43,1
19490428,0.1,61,46,1
19490429,0,52,39,0
19490430,0.07,55,38,1
19490501,0.81,52,43,1
19490502,0.11,54,40,1
19490503,0,56,37,0
19490504,0,59,38,0
19490505,0,72,36,0
19490506,0,70,46,0
19490507,0,77,47,0
19490508,0,77,47,0
19490509,0,74,46,0
19490510,0,73,44,0
19490511,0,80,48,0
19490512,0,78,51,0
19490513,0,77,50,0
19490514,0,76,47,0
19490515,0,65,49,0
19490516,0,59,45,0
19490517,0,65,45,0
19490518,0,78,48,0
19490519,0.27,61,47,1
19490520,0,68,48,0
19490521,0,70,48,0
19490522,0,71,52,0
19490523,0,76,48,0
19490524,0,68,51,0
19490525,0,71,47,0
19490526,0,71,46,0
19490527,0.1,61,51,1
19490528,0,65,47,0
19490529,0,67,45,0
19490530,0,66,47,0
19490531,0.01,64,47,1
19490601,0.06,64,47,1
19490602,0,67,46,0
19490603,0,74,45,0
19490604,0,80,50,0
19490605,0,84,52,0
19490606,0,83,53,0
19490607,0,72,45,0
19490608,0,79,47,0
19490609,0.07,76,50,1
19490610,0,68,52,0
19490611,0,74,47,0
19490612,0,74,46,0
19490613,0,74,47,0
19490614,0,80,47,0
19490615,0,68,43,0
19490616,0.09,65,44,1
19490617,0.16,73,44,1
19490618,0,77,46,0
19490619,0.02,66,49,1
19490620,0.03,71,52,1
19490621,0,74,49,0
19490622,0,63,51,0
19490623,0,68,51,0
19490624,0.01,64,47,1
19490625,0.01,64,45,1
19490626,0.28,63,46,1
19490627,0.01,61,45,1
19490628,0.17,61,45,1
19490629,0.02,64,45,1
19490630,0,73,43,0
19490701,0,70,45,0
19490702,0,72,48,0
19490703,0,75,45,0
19490704,0,72,43,0
19490705,0,68,50,0
19490706,0,69,45,0
19490707,0,74,50,0
19490708,0,80,49,0
19490709,0,83,54,0
19490710,0,82,50,0
19490711,0,75,52,0
19490712,0,83,49,0
19490713,0,86,50,0
19490714,0,85,57,0
19490715,0,78,55,0
19490716,0,72,54,0
19490717,0,77,51,0
19490718,0.07,68,53,1
19490719,0.07,66,53,1
19490720,0,69,52,0
19490721,0,71,50,0
19490722,0,68,54,0
19490723,0.54,66,55,1
19490724,0.05,70,52,1
19490725,0.11,62,54,1
19490726,0.11,65,51,1
19490727,0.09,69,50,1
19490728,0,75,51,0
19490729,0,80,51,0
19490730,0,80,55,0
19490731,0,86,56,0
19490801,0,92,62,0
19490802,0,74,55,0
19490803,0,71,55,0
19490804,0.02,73,55,1
19490805,0,74,53,0
19490806,0.08,66,54,1
19490807,0.01,67,53,1
19490808,0,73,54,0
19490809,0,74,51,0
19490810,0,73,53,0
19490811,0.01,70,57,1
19490812,0.06,68,49,1
19490813,0,72,51,0
19490814,0,71,48,0
19490815,0,78,50,0
19490816,0,72,58,0
19490817,0,77,54,0
19490818,0,77,52,0
19490819,0,81,50,0
19490820,0,73,52,0
19490821,0,73,55,0
19490822,0,75,49,0
19490823,0,76,50,0
19490824,0.25,70,49,1
19490825,0,71,53,0
19490826,0,76,48,0
19490827,0,80,52,0
19490828,0,85,56,0
19490829,0,83,55,0
19490830,0.02,68,53,1
19490831,0,75,55,0
19490901,0,78,50,0
19490902,0,77,51,0
19490903,0,82,59,0
19490904,0,83,62,0
19490905,0,81,61,0
19490906,0,87,55,0
19490907,0,85,53,0
19490908,0,75,51,0
19490909,0,70,54,0
19490910,0,67,53,0
19490911,0,68,45,0
19490912,0,76,44,0
19490913,0,79,47,0
19490914,0.73,61,52,1
19490915,0.35,60,51,1
19490916,0.23,62,48,1
19490917,0,61,47,0
19490918,0.08,63,51,1
19490919,0.02,62,49,1
19490920,0,65,40,0
19490921,0,68,46,0
19490922,0,73,44,0
19490923,0,73,46,0
19490924,0,60,51,0
19490925,0,66,51,0
19490926,0,77,46,0
19490927,0,82,50,0
19490928,0,64,54,0
19490929,0,65,55,0
19490930,0.02,60,49,1
19491001,0,65,49,0
19491002,0,65,43,0
19491003,0.14,56,39,1
19491004,0.74,54,47,1
19491005,0,61,44,0
19491006,0.2,53,42,1
19491007,0.15,57,41,1
19491008,0,53,39,0
19491009,0.18,60,43,1
19491010,0.12,56,41,1
19491011,0.04,59,46,1
19491012,0,60,43,0
19491013,0,57,37,0
19491014,0,63,36,0
19491015,0.2,59,42,1
19491016,0,53,41,0
19491017,0.05,51,34,1
19491018,0,48,32,0
19491019,0,50,28,0
19491020,0,53,29,0
19491021,0,55,32,0
19491022,0,60,39,0
19491023,0,47,41,0
19491024,0,52,42,0
19491025,0,48,42,0
19491026,0.17,52,44,1
19491027,1.17,57,48,1
19491028,0.69,58,48,1
19491029,0,57,41,0
19491030,0,65,41,0
19491031,0,71,42,0
19491101,0,63,40,0
19491102,0,69,38,0
19491103,0,69,38,0
19491104,0,74,41,0
19491105,0,65,40,0
19491106,0,55,39,0
19491107,0.01,52,38,1
19491108,0.06,51,44,1
19491109,0.26,51,39,1
19491110,0.27,51,42,1
19491111,0.69,55,45,1
19491112,1.38,50,44,1
19491113,0.23,54,49,1
19491114,0.12,56,47,1
19491115,0,53,44,0
19491116,0,66,43,0
19491117,0,56,43,0
19491118,0.06,53,45,1
19491119,0,50,45,0
19491120,0,49,39,0
19491121,0,54,35,0
19491122,0.67,54,39,1
19491123,0.22,52,47,1
19491124,0.15,58,48,1
19491125,0.3,59,47,1
19491126,1.17,61,48,1
19491127,0.37,54,46,1
19491128,0.42,49,43,1
19491129,0.37,50,40,1
19491130,0.03,52,43,1
19491201,0.43,55,48,1
19491202,0,49,38,0
19491203,0,45,30,0
19491204,0,54,41,0
19491205,0.1,47,35,1
19491206,0,45,31,0
19491207,0,45,34,0
19491208,0.02,44,27,1
19491209,0.07,43,32,1
19491210,0.01,38,25,1
19491211,0.13,34,24,1
19491212,0.11,37,31,1
19491213,0,45,36,0
19491214,0,49,38,0
19491215,0.15,43,33,1
19491216,0.21,40,35,1
19491217,0.1,42,33,1
19491218,0.3,34,24,1
19491219,0,30,17,0
19491220,0.07,37,22,1
19491221,0.02,44,35,1
19491222,0.01,47,42,1
19491223,1.14,47,36,1
19491224,0.03,42,32,1
19491225,0.23,43,37,1
19491226,0.12,42,39,1
19491227,1.27,48,41,1
19491228,0.26,52,44,1
19491229,0.22,54,32,1
19491230,0.23,38,29,1
19491231,0.07,36,29,1
19500101,0.25,32,24,1
19500102,0.01,24,6,1
19500103,0.1,26,6,1
19500104,0,28,14,0
19500105,0.08,38,22,1
19500106,0.95,39,35,1
19500107,0.31,37,33,1
19500108,0.22,33,31,1
19500109,0.13,35,30,1
19500110,0.33,42,31,1
19500111,0.05,35,29,1
19500112,0,32,18,0
19500113,1.27,19,11,1
19500114,0.16,16,8,1
19500115,0.02,21,15,1
19500116,0,22,13,0
19500117,0,24,15,0
19500118,0.29,25,9,1
19500119,1.07,42,24,1
19500120,1.46,48,37,1
19500121,0.43,48,42,1
19500122,0.47,45,36,1
19500123,0.04,36,25,1
19500124,0,26,10,0
19500125,0.24,24,7,1
19500126,1.03,35,21,1
19500127,0,28,19,0
19500128,0,25,7,0
19500129,0,24,6,0
19500130,0,22,7,0
19500131,0,20,0,0
19500201,0,27,1,0
19500202,0,30,8,0
19500203,0.01,35,8,1
19500204,0.27,41,33,1
19500205,0.07,43,34,1
19500206,0.29,40,35,1
19500207,0.08,46,35,1
19500208,0.6,44,35,1
19500209,0.02,45,37,1
19500210,0.21,42,36,1
19500211,0,44,39,0
19500212,0.79,44,38,1
19500213,0.23,52,41,1
19500214,0.28,54,42,1
19500215,0.45,54,46,1
19500216,0.15,50,39,1
19500217,0.01,54,39,1
19500218,0.04,52,38,1
19500219,0,46,34,0
19500220,0.03,46,36,1
19500221,0.06,47,37,1
19500222,0.02,50,40,1
19500223,0.83,49,39,1
19500224,0.15,49,41,1
19500225,0.8,58,41,1
19500226,0.35,53,36,1
19500227,0,46,31,0
19500228,0,50,29,0
19500301,0,55,35,0
19500302,0.27,50,39,1
19500303,2.08,56,46,1
19500304,0.85,47,42,1
19500305,0.36,49,40,1
19500306,0,46,36,0
19500307,0,46,28,0
19500308,0.06,47,36,1
19500309,0.11,44,35,1
19500310,0.04,42,31,1
19500311,0,41,27,0
19500312,0.03,43,32,1
19500313,0.12,47,33,1
19500314,0,49,39,0
19500315,0.05,49,40,1
19500316,0.98,49,42,1
19500317,1.05,54,40,1
19500318,0.88,46,40,1
19500319,0.17,52,38,1
19500320,0.19,46,33,1
19500321,0.23,49,34,1
19500322,0.08,45,36,1
19500323,0.23,46,34,1
19500324,0.03,50,35,1
19500325,0,51,35,0
19500326,0.36,46,38,1
19500327,0.01,47,36,1
19500328,0,47,31,0
19500329,0,52,28,0
19500330,0.06,45,41,1
19500331,0.16,50,41,1
19500401,0.04,51,41,1
19500402,0.1,47,38,1
19500403,0,52,35,0
19500404,0,61,32,0
19500405,0.1,62,39,1
19500406,0.02,52,37,1
19500407,0,57,37,0
19500408,0.05,50,40,1
19500409,0,52,38,0
19500410,0,58,34,0
19500411,0.3,58,43,1
19500412,0.61,54,41,1
19500413,0,57,38,0
19500414,0.08,51,38,1
19500415,0.75,49,43,1
19500416,0.41,53,42,1
19500417,0.02,52,40,1
19500418,0,61,34,0
19500419,0,74,45,0
19500420,0,56,35,0
19500421,0,50,33,0
19500422,0.03,50,35,1
19500423,0,52,33,0
19500424,0,57,30,0
19500425,0.04,54,40,1
19500426,0.08,46,38,1
19500427,0.24,52,37,1
19500428,0,60,34,0
19500429,0,66,36,0
19500430,0.05,63,38,1
19500501,0.08,55,41,1
19500502,0,54,36,0
19500503,0.01,53,35,1
19500504,0.05,49,43,1
19500505,0.1,52,39,1
19500506,0,53,38,0
19500507,0,60,34,0
19500508,0,61,41,0
19500509,0.01,55,40,1
19500510,0,66,49,0
19500511,0,73,44,0
19500512,0,68,48,0
19500513,0,65,44,0
19500514,0,63,39,0
19500515,0,62,40,0
19500516,0.04,61,41,1
19500517,0.28,53,41,1
19500518,0,55,37,0
19500519,0,62,46,0
19500520,0,67,43,0
19500521,0,63,47,0
19500522,0.02,56,43,1
19500523,0,61,37,0
19500524,0,69,37,0
19500525,0,79,40,0
19500526,0.04,73,45,1
19500527,0.14,60,47,1
19500528,0.01,63,45,1
19500529,0,63,46,0
19500530,0,65,43,0
19500531,0,72,41,0
19500601,0,67,47,0
19500602,0,78,47,0
19500603,0,84,46,0
19500604,0,70,44,0
19500605,0.06,61,43,1
19500606,0.22,52,45,1
19500607,0.07,55,47,1
19500608,0,64,48,0
19500609,0,72,46,0
19500610,0.02,73,53,1
19500611,0,75,51,0
19500612,0.01,59,51,1
19500613,0.02,64,51,1
19500614,0.01,58,52,1
19500615,0,73,54,0
19500616,0,84,54,0
19500617,0,65,56,0
19500618,0,73,55,0
19500619,0,80,53,0
19500620,0.01,69,54,1
19500621,0.07,62,49,1
19500622,0.05,61,49,1
19500623,0.01,64,48,1
19500624,0,66,48,0
19500625,0.01,68,47,1
19500626,0,78,49,0
19500627,0.03,78,57,1
19500628,0,82,57,0
19500629,0,81,57,0
19500630,0,77,57,0
19500701,0,77,50,0
19500702,0,81,51,0
19500703,0,80,47,0
19500704,0,79,50,0
19500705,0,78,51,0
19500706,0,73,54,0
19500707,0,69,52,0
19500708,0.21,66,47,1
19500709,0.01,68,53,1
19500710,0,68,53,0
19500711,0,72,52,0
19500712,0,80,51,0
19500713,0,76,50,0
19500714,0,74,55,0
19500715,0,69,51,0
19500716,0,75,52,0
19500717,0,83,48,0
19500718,0,77,53,0
19500719,0.36,77,54,1
19500720,0,77,51,0
19500721,0,86,56,0
19500722,0,82,54,0
19500723,0,81,54,0
19500724,0,81,53,0
19500725,0,79,53,0
19500726,0,70,56,0
19500727,0.23,68,54,1
19500728,0.19,64,53,1
19500729,0,68,55,0
19500730,0,72,52,0
19500731,0,78,52,0
19500801,0,83,53,0
19500802,0.03,67,52,1
19500803,0,68,51,0
19500804,0,71,44,0
19500805,0,67,49,0
19500806,0.12,65,53,1
19500807,0,72,55,0
19500808,0,76,50,0
19500809,0,77,47,0
19500810,0,77,51,0
19500811,0,79,48,0
19500812,0,78,49,0
19500813,0,76,48,0
19500814,0.26,72,57,1
19500815,1.2,63,57,1
19500816,0,77,56,0
19500817,0,82,56,0
19500818,0,81,53,0
19500819,0,84,53,0
19500820,0,86,55,0
19500821,0,85,55,0
19500822,0.37,75,55,1
19500823,0.17,68,57,1
19500824,0.02,73,56,1
19500825,0,74,55,0
19500826,0,85,53,0
19500827,0,74,55,0
19500828,0,75,50,0
19500829,0,72,53,0
19500830,0,75,45,0
19500831,0,79,46,0
19500901,0,83,51,0
19500902,0,80,57,0
19500903,0.13,64,55,1
19500904,0.06,67,53,1
19500905,0,72,44,0
19500906,0,70,50,0
19500907,0,71,48,0
19500908,0,75,43,0
19500909,0,73,45,0
19500910,0,67,47,0
19500911,0,77,47,0
19500912,0,77,45,0
19500913,0,60,50,0
19500914,0,65,49,0
19500915,0,61,45,0
19500916,0,69,50,0
19500917,0,73,48,0
19500918,0,70,44,0
19500919,0,63,47,0
19500920,0,71,42,0
19500921,0,86,51,0
19500922,0,75,52,0
19500923,0.01,67,52,1
19500924,0.99,60,55,1
19500925,0.63,60,49,1
19500926,0.11,60,45,1
19500927,0.02,60,40,1
19500928,0,55,38,0
19500929,0,58,40,0
19500930,0.35,61,36,1
19501001,0,58,35,0
19501002,0,60,35,0
19501003,0.05,57,48,1
19501004,0.92,64,48,1
19501005,0.54,55,46,1
19501006,0.03,59,45,1
19501007,0,71,51,0
19501008,0.74,61,47,1
19501009,0.73,57,41,1
19501010,0.85,62,49,1
19501011,0,64,42,0
19501012,0.02,59,50,1
19501013,0,55,50,0
19501014,0.04,53,47,1
19501015,0,53,36,0
19501016,0.03,50,40,1
19501017,0.22,54,43,1
19501018,0.37,56,47,1
19501019,0.11,59,48,1
19501020,0.02,55,42,1
19501021,0,51,36,0
19501022,0,50,34,0
19501023,0.05,55,38,1
19501024,0.09,54,37,1
19501025,0.56,57,42,1
19501026,0.17,53,40,1
19501027,0.54,52,43,1
19501028,0.53,47,42,1
19501029,0.07,49,42,1
19501030,0.39,47,40,1
19501031,0.14,50,37,1
19501101,0.64,50,42,1
19501102,0.05,54,43,1
19501103,0,64,54,0
19501104,0.08,57,46,1
19501105,0,49,43,0
19501106,0.18,51,41,1
19501107,0,46,39,0
19501108,0,47,35,0
19501109,0,53,32,0
19501110,0,47,35,0
19501111,0,44,34,0
19501112,0,48,29,0
19501113,0.11,41,27,1
19501114,0.01,41,32,1
19501115,0.37,46,36,1
19501116,0.27,44,37,1
19501117,0.15,40,34,1
19501118,0,43,29,0
19501119,0.47,43,25,1
19501120,0.88,52,40,1
19501121,0.27,53,42,1
19501122,0.47,48,40,1
19501123,1.13,52,41,1
19501124,0.21,55,46,1
19501125,0.31,57,46,1
19501126,0.5,60,49,1
19501127,0.62,51,44,1
19501128,0.09,51,41,1
19501129,0,41,36,0
19501130,1.17,37,32,1
19501201,0.14,37,30,1
19501202,0.06,44,36,1
19501203,0.25,41,37,1
19501204,0.06,42,36,1
19501205,0.67,45,39,1
19501206,0.63,52,41,1
19501207,0.13,46,41,1
19501208,0.02,53,37,1
19501209,0.5,52,47,1
19501210,0,58,45,0
19501211,0.22,53,43,1
19501212,0,50,37,0
19501213,0,43,33,0
19501214,0.22,47,38,1
19501215,0.39,50,41,1
19501216,0.28,50,43,1
19501217,0.09,53,42,1
19501218,0.06,47,40,1
